ind,ind_name,occ_name,size,mean_local_relatedness,act_complexity
OO211,Central government administration and justice,Legislators,24,0.46,0.63
OO211,Central government administration and justice,Professionals,84,0.46,0.68
OO211,Central government administration and justice,Technicians and associate professionals,117,0.46,-0.23
OO211,Central government administration and justice,Clerks,39,0.46,0.18
OO211,Central government administration and justice,Service and sales workers,21,0.47,-0.24
PP11_,Education and training,Legislators,210,0.51,1.12
PP11_,Education and training,Professionals,1263,0.51,0.34
PP11_,Education and training,Technicians and associate professionals,360,0.5,-0.3
PP11_,Education and training,Clerks,108,0.5,0.69
PP11_,Education and training,Service and sales workers,81,0.5,-0.29
PP11_,Education and training,Elementary occupations (inc. residuals),120,0.5,-0.8
QQ11_,Health care and social assistance,Legislators,207,0.51,-0.08
RS11_,Arts and recreational services,Clerks,48,0.5,1.25
RS11_,Arts and recreational services,Service and sales workers,27,0.5,1.1
RS11_,Arts and recreational services,Agriculture and fishery workers,24,0.5,-0.77
RS211,Repair and maintenance,Clerks,33,0.5,-0.93
RS219,"Religious services; civil, professional and other interest groups",Legislators,78,0.48,1.52
RS219,"Religious services; civil, professional and other interest groups",Clerks,39,0.47,1.03
