ind,ind_name,occ_name,size,mean_local_relatedness,act_complexity
KK110,Banking and financing; financial asset investing,Legislators,18,0.45,2.01
KK110,Banking and financing; financial asset investing,Professionals,15,0.44,1.9
KK110,Banking and financing; financial asset investing,Technicians and associate professionals,15,0.43,1.86
KK110,Banking and financing; financial asset investing,Clerks,60,0.43,1.7
LL12_,Property operators and real estate services,Technicians and associate professionals,63,0.48,1.63
LL12_,Property operators and real estate services,Clerks,27,0.5,0.85
MN11_,"Professional, scientific and technical services",Professionals,279,0.44,1.86
MN11_,"Professional, scientific and technical services",Technicians and associate professionals,138,0.45,1.99
MN11_,"Professional, scientific and technical services",Clerks,159,0.45,1.9
MN21_,Administrative and support services,Professionals,6,0.44,2.02
MN21_,Administrative and support services,Technicians and associate professionals,39,0.45,2
MN21_,Administrative and support services,Clerks,39,0.45,1.53
MN21_,Administrative and support services,Service and sales workers,30,0.48,1.59
OO111,Local government administration,Professionals,24,0.52,0.85
OO21_,Public safety and defence,Clerks,27,0.48,0.25
OO211,Central government administration and justice,Legislators,24,0.47,0.63
OO211,Central government administration and justice,Professionals,63,0.47,0.68
OO211,Central government administration and justice,Clerks,42,0.49,0.18
PP11_,Education and training,Legislators,126,0.51,1.12
PP11_,Education and training,Clerks,57,0.51,0.69
RS11_,Arts and recreational services,Technicians and associate professionals,99,0.46,1.4
RS11_,Arts and recreational services,Clerks,27,0.48,1.25
RS11_,Arts and recreational services,Service and sales workers,12,0.48,1.1
RS210,Personal services; domestic household staff,Plant and machine operators and assemblers,15,0.56,-0.88
