ind,ind_name,occ_name,size,mean_local_relatedness,act_complexity
EE110,Residential building construction,Trades workers,1305,0.4,-0.61
EE110,Residential building construction,Elementary occupations (inc. residuals),246,0.42,-0.44
EE113,Non-residential building construction,Trades workers,156,0.37,-1.04
FF11_,"Machinery, equipment and motor vehical parts wholesaling",Service and sales workers,375,0.45,-0.44
FF11_,"Machinery, equipment and motor vehical parts wholesaling",Trades workers,195,0.38,-1.12
FF111,Basic material wholesaling,Technicians and associate professionals,252,0.43,-0.71
FF111,Basic material wholesaling,Clerks,228,0.44,-0.44
FF111,Basic material wholesaling,Service and sales workers,144,0.42,-0.78
FF111,Basic material wholesaling,Plant and machine operators and assemblers,114,0.4,-0.88
FF111,Basic material wholesaling,Elementary occupations (inc. residuals),153,0.43,-0.63
FF114,"Grocery, liquor and tobacco product wholesaling",Plant and machine operators and assemblers,111,0.4,-0.95
GH111,Motor vehicle and parts retailing,Legislators,270,0.39,-1
GH111,Motor vehicle and parts retailing,Clerks,93,0.41,-0.79
GH111,Motor vehicle and parts retailing,Service and sales workers,237,0.41,-0.79
GH111,Motor vehicle and parts retailing,Trades workers,153,0.37,-1.12
GH111,Motor vehicle and parts retailing,Elementary occupations (inc. residuals),90,0.38,-1.16
GH112,Fuel retailing,Legislators,90,0.39,-1.06
GH112,Fuel retailing,Service and sales workers,96,0.38,-1.04
GH121,Supermarket and grocery stores,Legislators,837,0.41,-0.79
GH121,Supermarket and grocery stores,Clerks,846,0.36,-1.08
GH121,Supermarket and grocery stores,Service and sales workers,1053,0.37,-0.92
GH121,Supermarket and grocery stores,Elementary occupations (inc. residuals),147,0.36,-1.15
GH122,Specialised food retailing,Trades workers,81,0.39,-0.89
GH130,Other store based retailing; non store and commission based wholesaling,Technicians and associate professionals,453,0.48,-0.06
GH130,Other store based retailing; non store and commission based wholesaling,Elementary occupations (inc. residuals),183,0.47,-0.21
GH131,"Furniture, electrical and hardware retailing",Legislators,822,0.51,0.29
GH131,"Furniture, electrical and hardware retailing",Technicians and associate professionals,462,0.52,0.42
GH131,"Furniture, electrical and hardware retailing",Clerks,303,0.39,-0.99
GH131,"Furniture, electrical and hardware retailing",Service and sales workers,873,0.41,-0.62
GH131,"Furniture, electrical and hardware retailing",Trades workers,84,0.37,-1.15
GH131,"Furniture, electrical and hardware retailing",Elementary occupations (inc. residuals),150,0.42,-0.58
GH133,Department stores,Clerks,138,0.37,-1.01
GH133,Department stores,Service and sales workers,369,0.36,-1.08
GH21_,Accomodation and food services,Elementary occupations (inc. residuals),780,0.42,-0.6
II111,Road transport,Legislators,285,0.44,-0.57
II111,Road transport,Clerks,213,0.43,-0.55
II111,Road transport,Plant and machine operators and assemblers,1053,0.37,-1.13
II111,Road transport,Elementary occupations (inc. residuals),231,0.38,-1.06
II13_,"Postal, courier transport support and warehousing services",Clerks,960,0.47,-0.09
II13_,"Postal, courier transport support and warehousing services",Plant and machine operators and assemblers,231,0.41,-0.63
II13_,"Postal, courier transport support and warehousing services",Elementary occupations (inc. residuals),639,0.42,-0.61
MN21_,Administrative and support services,Elementary occupations (inc. residuals),1707,0.39,-0.93
OO111,Local government administration,Technicians and associate professionals,288,0.4,-0.64
OO111,Local government administration,Clerks,201,0.42,-0.5
OO21_,Public safety and defence,Clerks,222,0.45,0.25
OO21_,Public safety and defence,Service and sales workers,1269,0.43,-0.29
OO211,Central government administration and justice,Legislators,285,0.49,0.63
OO211,Central government administration and justice,Professionals,648,0.49,0.68
OO211,Central government administration and justice,Technicians and associate professionals,738,0.42,-0.23
OO211,Central government administration and justice,Clerks,291,0.45,0.18
OO211,Central government administration and justice,Service and sales workers,108,0.42,-0.24
PP11_,Education and training,Technicians and associate professionals,2337,0.44,-0.3
PP11_,Education and training,Service and sales workers,477,0.45,-0.29
PP11_,Education and training,Elementary occupations (inc. residuals),846,0.4,-0.8
QQ11_,Health care and social assistance,Legislators,1398,0.46,-0.08
QQ11_,Health care and social assistance,Technicians and associate professionals,3375,0.4,-0.95
QQ11_,Health care and social assistance,Clerks,1554,0.38,-1.07
QQ11_,Health care and social assistance,Service and sales workers,2814,0.36,-1.19
QQ11_,Health care and social assistance,Plant and machine operators and assemblers,102,0.37,-1.18
QQ11_,Health care and social assistance,Elementary occupations (inc. residuals),447,0.37,-1.16
RS11_,Arts and recreational services,Agriculture and fishery workers,105,0.41,-0.77
RS210,Personal services; domestic household staff,Service and sales workers,1245,0.41,-0.57
RS210,Personal services; domestic household staff,Plant and machine operators and assemblers,159,0.4,-0.88
RS211,Repair and maintenance,Clerks,159,0.4,-0.93
RS211,Repair and maintenance,Trades workers,801,0.38,-1.09
