ind,ind_name,occ_name,size,mean_local_relatedness,act_complexity
FF110,Other goods and commission based wholesaling,Technicians and associate professionals,42,0.51,1.28
FF110,Other goods and commission based wholesaling,Clerks,39,0.51,1.04
FF110,Other goods and commission based wholesaling,Service and sales workers,39,0.52,1.41
FF110,Other goods and commission based wholesaling,Elementary occupations (inc. residuals),15,0.51,0.76
FF111,Basic material wholesaling,Legislators,78,0.52,0.38
FF111,Basic material wholesaling,Service and sales workers,18,0.53,-0.78
FF111,Basic material wholesaling,Plant and machine operators and assemblers,21,0.51,-0.88
FF114,"Grocery, liquor and tobacco product wholesaling",Legislators,63,0.52,1.64
FF114,"Grocery, liquor and tobacco product wholesaling",Technicians and associate professionals,27,0.52,0.83
GH111,Motor vehicle and parts retailing,Clerks,15,0.52,-0.79
GH111,Motor vehicle and parts retailing,Service and sales workers,39,0.52,-0.79
GH111,Motor vehicle and parts retailing,Trades workers,36,0.51,-1.12
GH112,Fuel retailing,Legislators,15,0.51,-1.06
GH112,Fuel retailing,Service and sales workers,21,0.51,-1.04
GH122,Specialised food retailing,Legislators,36,0.52,0.72
GH122,Specialised food retailing,Trades workers,12,0.5,-0.89
GH130,Other store based retailing; non store and commission based wholesaling,Clerks,24,0.53,0.63
GH130,Other store based retailing; non store and commission based wholesaling,Elementary occupations (inc. residuals),21,0.52,-0.21
GH131,"Furniture, electrical and hardware retailing",Technicians and associate professionals,54,0.52,0.42
GH131,"Furniture, electrical and hardware retailing",Trades workers,15,0.5,-1.15
GH132,"Recreational, clothing, footwear and personal accessory retailing",Clerks,15,0.51,0.31
GH132,"Recreational, clothing, footwear and personal accessory retailing",Service and sales workers,222,0.51,0.8
GH133,Department stores,Clerks,21,0.5,-1.01
GH133,Department stores,Service and sales workers,96,0.49,-1.08
GH21_,Accomodation and food services,Clerks,84,0.51,1.09
GH21_,Accomodation and food services,Service and sales workers,819,0.5,1.4
II111,Road transport,Legislators,36,0.52,-0.57
II123,Air and space transport,Technicians and associate professionals,36,0.5,0.71
II123,Air and space transport,Service and sales workers,9,0.52,1.33
JJ11_,Information media services,Technicians and associate professionals,54,0.49,1.92
JJ11_,Information media services,Clerks,9,0.5,1.89
JJ120,Telecommunications services including internet service providers,Legislators,18,0.49,2
JJ120,Telecommunications services including internet service providers,Professionals,12,0.48,1.92
JJ120,Telecommunications services including internet service providers,Technicians and associate professionals,15,0.5,1.59
JJ120,Telecommunications services including internet service providers,Clerks,9,0.48,1.09
JJ123,Library and other information services,Clerks,9,0.47,1.03
KK1_,Other financial and insurance services,Legislators,36,0.5,1.91
KK1_,Other financial and insurance services,Technicians and associate professionals,90,0.49,1.57
KK1_,Other financial and insurance services,Clerks,42,0.49,1.81
KK110,Banking and financing; financial asset investing,Legislators,84,0.51,2.01
KK110,Banking and financing; financial asset investing,Professionals,27,0.48,1.9
KK110,Banking and financing; financial asset investing,Technicians and associate professionals,42,0.49,1.86
KK110,Banking and financing; financial asset investing,Clerks,126,0.49,1.7
LL12_,Property operators and real estate services,Clerks,42,0.52,0.85
MN11_,"Professional, scientific and technical services",Professionals,633,0.48,1.86
MN11_,"Professional, scientific and technical services",Technicians and associate professionals,294,0.49,1.99
MN11_,"Professional, scientific and technical services",Clerks,255,0.49,1.9
MN21_,Administrative and support services,Professionals,69,0.5,2.02
MN21_,Administrative and support services,Technicians and associate professionals,102,0.51,2
MN21_,Administrative and support services,Clerks,105,0.5,1.53
MN21_,Administrative and support services,Service and sales workers,51,0.52,1.59
OO21_,Public safety and defence,Clerks,36,0.46,0.25
OO211,Central government administration and justice,Legislators,42,0.46,0.63
OO211,Central government administration and justice,Professionals,96,0.46,0.68
OO211,Central government administration and justice,Technicians and associate professionals,111,0.47,-0.23
OO211,Central government administration and justice,Clerks,66,0.46,0.18
PP11_,Education and training,Legislators,210,0.51,1.12
PP11_,Education and training,Technicians and associate professionals,273,0.51,-0.3
PP11_,Education and training,Clerks,129,0.51,0.69
QQ11_,Health care and social assistance,Legislators,177,0.51,-0.08
QQ11_,Health care and social assistance,Clerks,252,0.51,-1.07
QQ11_,Health care and social assistance,Elementary occupations (inc. residuals),78,0.51,-1.16
RS11_,Arts and recreational services,Clerks,45,0.49,1.25
RS11_,Arts and recreational services,Service and sales workers,24,0.49,1.1
RS11_,Arts and recreational services,Agriculture and fishery workers,21,0.51,-0.77
RS219,"Religious services; civil, professional and other interest groups",Legislators,36,0.47,1.52
RS219,"Religious services; civil, professional and other interest groups",Professionals,87,0.49,1.79
RS219,"Religious services; civil, professional and other interest groups",Technicians and associate professionals,45,0.48,1.15
RS219,"Religious services; civil, professional and other interest groups",Clerks,42,0.47,1.03
