ind,ind_name,occ_name,size,mean_local_relatedness,act_complexity
LL12_,Property operators and real estate services,Clerks,90,0.52,0.85
MN21_,Administrative and support services,Service and sales workers,60,0.54,1.59
OO111,Local government administration,Professionals,84,0.52,0.85
OO111,Local government administration,Technicians and associate professionals,81,0.46,-0.64
OO111,Local government administration,Clerks,51,0.47,-0.5
PP11_,Education and training,Legislators,396,0.53,1.12
PP11_,Education and training,Professionals,2064,0.51,0.34
PP11_,Education and training,Elementary occupations (inc. residuals),207,0.46,-0.8
QQ11_,Health care and social assistance,Legislators,306,0.49,-0.08
QQ11_,Health care and social assistance,Professionals,1440,0.51,0.53
QQ11_,Health care and social assistance,Technicians and associate professionals,732,0.46,-0.95
QQ11_,Health care and social assistance,Clerks,432,0.46,-1.07
QQ11_,Health care and social assistance,Service and sales workers,1095,0.45,-1.19
QQ11_,Health care and social assistance,Plant and machine operators and assemblers,33,0.45,-1.18
RS11_,Arts and recreational services,Service and sales workers,72,0.51,1.1
RS11_,Arts and recreational services,Agriculture and fishery workers,27,0.47,-0.77
RS210,Personal services; domestic household staff,Service and sales workers,321,0.47,-0.57
RS219,"Religious services; civil, professional and other interest groups",Technicians and associate professionals,93,0.52,1.15
