ind,ind_name,occ_name,size,mean_local_relatedness,act_complexity
CC822,Machinery manufacturing,Clerks,57,0.42,-1.07
CC822,Machinery manufacturing,Trades workers,135,0.41,-1.23
CC822,Machinery manufacturing,Plant and machine operators and assemblers,63,0.43,-0.85
CC91_,Furniture and other manufacturing,Plant and machine operators and assemblers,66,0.47,-0.37
DD1_,"Electricity, gas, water and waste services",Technicians and associate professionals,60,0.45,-0.41
DD1_,"Electricity, gas, water and waste services",Clerks,42,0.43,-0.75
DD1_,"Electricity, gas, water and waste services",Plant and machine operators and assemblers,72,0.42,-1.05
DD1_,"Electricity, gas, water and waste services",Elementary occupations (inc. residuals),48,0.41,-1
EE1_,Other construction,Clerks,456,0.43,-0.99
EE1_,Other construction,Trades workers,2340,0.41,-0.93
EE1_,Other construction,Plant and machine operators and assemblers,906,0.41,-1.12
EE1_,Other construction,Elementary occupations (inc. residuals),702,0.42,-0.96
EE110,Residential building construction,Elementary occupations (inc. residuals),204,0.45,-0.44
EE113,Non-residential building construction,Trades workers,168,0.4,-1.04
FF11_,"Machinery, equipment and motor vehical parts wholesaling",Trades workers,138,0.42,-1.12
FF111,Basic material wholesaling,Service and sales workers,99,0.46,-0.78
FF111,Basic material wholesaling,Plant and machine operators and assemblers,48,0.43,-0.88
FF111,Basic material wholesaling,Elementary occupations (inc. residuals),105,0.46,-0.63
FF114,"Grocery, liquor and tobacco product wholesaling",Technicians and associate professionals,135,0.54,0.83
FF114,"Grocery, liquor and tobacco product wholesaling",Clerks,126,0.47,-0.29
FF114,"Grocery, liquor and tobacco product wholesaling",Service and sales workers,135,0.45,-0.22
FF114,"Grocery, liquor and tobacco product wholesaling",Plant and machine operators and assemblers,33,0.42,-0.95
FF114,"Grocery, liquor and tobacco product wholesaling",Elementary occupations (inc. residuals),102,0.47,-0.42
GH111,Motor vehicle and parts retailing,Legislators,246,0.43,-1
GH111,Motor vehicle and parts retailing,Trades workers,165,0.41,-1.12
GH111,Motor vehicle and parts retailing,Elementary occupations (inc. residuals),81,0.41,-1.16
GH112,Fuel retailing,Legislators,60,0.42,-1.06
GH112,Fuel retailing,Service and sales workers,60,0.4,-1.04
GH121,Supermarket and grocery stores,Legislators,519,0.43,-0.79
GH121,Supermarket and grocery stores,Clerks,666,0.39,-1.08
GH121,Supermarket and grocery stores,Service and sales workers,888,0.4,-0.92
GH121,Supermarket and grocery stores,Elementary occupations (inc. residuals),108,0.4,-1.15
GH122,Specialised food retailing,Service and sales workers,228,0.52,0.7
GH122,Specialised food retailing,Trades workers,57,0.42,-0.89
GH131,"Furniture, electrical and hardware retailing",Trades workers,84,0.41,-1.15
GH133,Department stores,Clerks,153,0.41,-1.01
GH133,Department stores,Service and sales workers,552,0.4,-1.08
GH21_,Accomodation and food services,Legislators,1587,0.53,0.97
GH21_,Accomodation and food services,Clerks,396,0.53,1.09
GH21_,Accomodation and food services,Service and sales workers,3978,0.55,1.4
GH21_,Accomodation and food services,Elementary occupations (inc. residuals),348,0.42,-0.6
II111,Road transport,Legislators,138,0.46,-0.57
II111,Road transport,Clerks,81,0.45,-0.55
II111,Road transport,Plant and machine operators and assemblers,699,0.41,-1.13
II111,Road transport,Elementary occupations (inc. residuals),150,0.42,-1.06
II13_,"Postal, courier transport support and warehousing services",Clerks,438,0.48,-0.09
II13_,"Postal, courier transport support and warehousing services",Plant and machine operators and assemblers,69,0.42,-0.63
II13_,"Postal, courier transport support and warehousing services",Elementary occupations (inc. residuals),390,0.45,-0.61
JJ123,Library and other information services,Clerks,84,0.5,1.03
MN21_,Administrative and support services,Elementary occupations (inc. residuals),1143,0.43,-0.93
OO111,Local government administration,Technicians and associate professionals,234,0.43,-0.64
OO21_,Public safety and defence,Clerks,249,0.45,0.25
OO211,Central government administration and justice,Legislators,192,0.47,0.63
OO211,Central government administration and justice,Professionals,354,0.47,0.68
OO211,Central government administration and justice,Technicians and associate professionals,426,0.42,-0.23
OO211,Central government administration and justice,Clerks,255,0.44,0.18
OO211,Central government administration and justice,Service and sales workers,66,0.42,-0.24
PP11_,Education and training,Professionals,6186,0.5,0.34
PP11_,Education and training,Technicians and associate professionals,1584,0.45,-0.3
PP11_,Education and training,Clerks,705,0.51,0.69
PP11_,Education and training,Service and sales workers,312,0.45,-0.29
PP11_,Education and training,Elementary occupations (inc. residuals),489,0.42,-0.8
QQ11_,Health care and social assistance,Legislators,921,0.47,-0.08
QQ11_,Health care and social assistance,Professionals,4713,0.51,0.53
QQ11_,Health care and social assistance,Technicians and associate professionals,2127,0.42,-0.95
QQ11_,Health care and social assistance,Clerks,1188,0.42,-1.07
QQ11_,Health care and social assistance,Service and sales workers,2499,0.4,-1.19
QQ11_,Health care and social assistance,Plant and machine operators and assemblers,69,0.39,-1.18
QQ11_,Health care and social assistance,Elementary occupations (inc. residuals),327,0.4,-1.16
RS11_,Arts and recreational services,Agriculture and fishery workers,93,0.43,-0.77
RS210,Personal services; domestic household staff,Plant and machine operators and assemblers,60,0.43,-0.88
RS211,Repair and maintenance,Clerks,147,0.44,-0.93
RS211,Repair and maintenance,Trades workers,870,0.42,-1.09
RS219,"Religious services; civil, professional and other interest groups",Technicians and associate professionals,318,0.53,1.15
RS219,"Religious services; civil, professional and other interest groups",Clerks,243,0.5,1.03
